"Município","Atrazina","Diuron","Glifosato + AMPA","Mancozebe","Profenofós","Metolacloro","Simazina","Alaclor","Aldicarbe + Aldicarbesulfona + Aldicarbesulfóxido","Carbendazim + benomil","Carbofurano","Clordano","Clorpirifós + clorpirifós-oxon","DDT + DDD + DDE","Endossulfan (a, ß e sais)","Lindano (gama HCH)","Metamidofós","Molinato","Parationa Metílica","Pendimentalina","Permetrina","Terbufós","Trifluralina","2,4 D + 2,4,5 T","Aldrin + Dieldrin","Endrin","Tebuconazol","Population","UF","How many different pesticides detected (>0ppb)?"
"MIMOSO DO SUL",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,27388,"ES",24
"PASSO DE TORRES",2,1,2,1,1,0,0,2,1,1,1,0,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,8370,"SC",24
"POUSO REDONDO",2,1,2,1,1,2,2,2,1,1,1,2,1,0,2,0,1,1,1,1,1,2,2,1,1,0,1,16957,"SC",24
"RIO BRANCO DO SUL",2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,32504,"PR",24
"RIO DOS CEDROS",4,2,4,2,2,4,2,4,0,0,2,4,0,4,4,4,2,2,2,2,2,2,2,4,4,4,2,11431,"SC",24
"SAO JOAO DO TRIUNFO",2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,14927,"PR",24
"SAO JOSE DO CALCADO",1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,11036,"ES",24
"TUNEIRAS DO OESTE",1,1,1,1,4,1,4,1,1,1,1,1,1,0,1,1,1,0,1,0,3,4,3,1,1,1,4,8833,"PR",24
"ADAMANTINA",6,0,12,0,2,6,6,7,2,0,2,10,2,10,10,10,0,6,2,10,10,2,10,6,10,10,2,35139,"SP",23
"ANGATUBA",4,0,4,0,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,24634,"SP",23
"ARCO-IRIS",4,0,4,0,1,4,4,4,1,0,1,4,1,4,4,4,0,4,1,4,4,1,4,4,4,4,1,1856,"SP",23
"FAXINAL",2,2,2,0,2,3,2,2,0,2,2,1,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,17306,"PR",23
"ITAIPULANDIA",1,1,2,0,1,1,1,1,0,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,10587,"PR",23
"LAVRINHAS",3,0,1,0,3,3,3,3,3,0,2,2,3,3,3,3,0,3,3,3,3,3,3,2,3,3,3,7150,"SP",23
"MAIRIPORA",1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,95601,"SP",23
"MONTE APRAZIVEL",2,0,3,0,2,2,2,1,2,0,2,2,2,2,2,2,0,2,1,1,2,2,2,1,2,2,2,24393,"SP",23
"PEROLA",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,11101,"PR",23
"PRESIDENTE ALVES",2,0,6,0,8,2,2,2,6,0,5,2,7,4,2,3,0,2,2,2,2,8,2,4,6,4,8,4155,"SP",23
"SAGRES",9,0,13,0,2,9,9,9,2,0,2,13,2,12,12,13,0,9,2,13,13,2,13,9,13,13,2,2453,"SP",23
"SALMOURAO",4,0,6,0,1,4,4,4,1,0,1,6,1,4,6,6,0,4,1,6,6,1,5,4,6,6,1,5222,"SP",23
"SAO JOAO BATISTA",3,2,1,2,2,3,3,0,1,1,2,3,2,0,0,0,2,2,2,1,2,2,3,2,3,3,2,20307,"MA",23
"SAO JOSE DOS PINHAIS",13,4,4,4,4,7,7,0,4,4,4,7,4,0,0,1,4,4,4,4,4,4,0,4,5,1,4,307530,"PR",23
"TAGUAI",1,1,2,1,2,1,1,1,2,1,2,0,2,0,0,0,1,1,1,1,1,2,1,2,1,1,2,13111,"SP",23
"URU",1,0,2,0,2,2,2,1,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1207,"SP",23
"ESTIVA GERBI",2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,0,2,2,2,0,2,11067,"SP",22
"MURIAE",1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,1,1,108537,"MG",22
"PORANGABA",1,0,2,0,3,1,1,1,3,0,3,1,3,1,1,1,0,1,1,1,1,2,0,2,3,1,2,9565,"SP",22
"TIJUCAS DO SUL",0,4,4,0,4,5,0,5,1,4,4,4,0,0,1,2,4,4,4,4,4,4,5,4,5,4,4,16348,"PR",22
"IBAITI",1,2,2,0,2,2,1,2,0,2,2,1,0,0,2,1,2,2,2,0,2,2,1,2,0,1,2,31095,"PR",21
"ATILIO VIVACQUA",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,11804,"ES",20
"BAIANOPOLIS",3,1,4,0,1,3,2,4,0,0,0,3,0,4,3,4,1,2,1,1,0,1,3,4,4,4,0,14323,"BA",20
"BARRA DO CHOCA",8,2,7,0,1,8,7,9,0,0,0,8,0,10,10,9,1,8,2,1,0,2,8,9,10,10,0,34121,"BA",20
"IBICOARA",4,1,4,0,1,3,3,4,0,0,0,3,0,4,4,4,1,3,1,1,0,1,2,5,4,4,0,19786,"BA",20
"JAGUAQUARA",4,1,4,0,1,4,3,4,0,0,0,3,0,4,4,4,1,3,1,1,0,1,2,5,4,4,0,56033,"BA",20
"VITORIA DA CONQUISTA",5,1,4,0,1,5,4,5,0,0,0,4,0,5,5,5,1,4,1,1,0,1,4,5,5,5,0,348718,"BA",20
"ADRIANOPOLIS",0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,6254,"PR",19
"BOCAINA",0,2,7,5,7,0,0,0,7,3,7,4,7,4,0,4,0,0,0,1,1,7,1,3,6,4,7,4428,"PI",19
"BOM JESUS DO SUL",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,3733,"PR",19
"EMBU-GUACU",0,1,2,1,2,0,1,0,2,1,2,1,1,0,0,1,0,0,0,1,1,2,1,2,2,1,2,68270,"SP",19
"SAO JORGE DO IVAI",1,0,0,0,2,1,2,1,0,0,0,1,1,2,2,1,0,1,1,1,2,2,2,0,1,2,2,5676,"PR",19
"DOURADINA",1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,8439,"PR",18
"PETROPOLIS",25,15,34,0,1,26,25,26,0,0,10,26,0,6,0,0,0,26,13,25,24,26,25,0,26,26,0,298235,"RJ",18
"SANTO ANTONIO DO PLANALTO",1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,2059,"RS",18
"TAPEJARA",1,0,0,0,2,2,2,0,1,0,0,1,2,2,2,0,0,2,2,2,1,1,1,0,1,1,2,15962,"PR",18
"ARIRANHA DO IVAI",0,1,1,0,3,1,3,1,0,1,1,0,0,0,2,0,1,1,2,0,3,3,0,1,1,0,3,2301,"PR",17
"CARMO DO CAJURU",18,0,17,0,0,18,18,18,0,0,0,17,0,13,17,4,0,11,4,10,11,0,13,8,17,12,0,22136,"MG",17
"CORONEL JOSE DIAS",4,0,1,0,1,4,0,4,0,0,0,0,0,4,4,4,4,0,4,4,3,4,3,4,4,4,0,4608,"PI",17
"DIAS D'AVILA",32,20,24,0,0,32,32,32,0,0,0,24,0,32,32,32,0,23,1,8,0,0,32,31,24,24,0,80657,"BA",17
"FRONTEIRAS",3,0,4,0,3,3,0,7,0,0,0,0,0,7,7,7,7,0,7,7,4,7,4,7,7,7,0,11432,"PI",17
"GRAVATAI",2,0,1,0,0,2,2,2,0,1,0,2,0,1,2,2,1,2,0,2,2,0,2,0,2,2,0,275146,"RS",17
"GUADALUPE",1,0,5,0,1,1,0,5,0,0,0,0,0,5,5,5,5,0,5,5,4,5,4,5,5,5,0,10335,"PI",17
"JI-PARANA",4,0,4,0,0,4,4,4,0,0,0,4,0,4,4,3,0,1,3,1,1,0,4,4,4,4,0,132667,"RO",17
"MARABA PAULISTA",3,0,5,0,2,3,3,3,0,0,0,3,0,3,3,3,0,3,0,3,3,0,3,4,5,3,0,5611,"SP",17
"MONTES CLAROS",2,0,0,0,0,4,0,2,0,0,0,0,1,2,2,2,2,3,6,2,2,2,2,2,3,2,0,402027,"MG",17
"NOVA FRIBURGO",2,0,19,0,0,0,2,2,0,0,0,2,2,4,4,27,4,0,3,7,3,1,2,0,1,2,0,185381,"RJ",17
"NOVA GRANADA",1,0,2,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,21071,"SP",17
"RIBEIRO GONCALVES",1,0,3,0,1,1,0,3,0,0,0,0,0,3,3,3,3,0,3,3,2,3,2,3,3,3,0,7214,"PI",17
"SAO JULIAO",3,0,4,0,3,3,0,7,0,0,0,0,0,6,7,7,7,0,7,7,4,7,4,7,7,7,0,6261,"PI",17
"SAO RAIMUNDO NONATO",8,0,4,0,4,8,0,8,0,0,0,0,0,8,8,8,8,0,8,8,4,8,4,8,8,8,0,34109,"PI",17
"TEODORO SAMPAIO",7,3,15,0,0,7,6,9,0,0,0,9,0,9,9,9,0,6,0,4,4,0,8,10,13,9,0,7936,"BA",17
"URUCUI",1,0,5,0,1,1,0,5,0,0,0,0,0,5,5,5,5,0,5,5,4,5,4,5,5,4,0,21188,"PI",17
"ALFREDO WAGNER",7,0,1,0,0,1,7,8,0,0,0,6,3,6,3,6,0,0,2,8,2,0,7,0,3,3,0,9960,"SC",16
"ANICUNS",17,0,19,0,0,15,15,15,0,0,0,15,0,15,15,15,0,15,15,15,15,0,15,0,15,15,0,21746,"GO",16
"CACHOEIRO DE ITAPEMIRIM",1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,211649,"ES",16
"CAJATI",3,0,3,0,0,2,2,3,0,0,0,3,0,3,3,3,0,3,0,3,3,0,3,2,2,3,0,28870,"SP",16
"CANANEIA",8,0,8,0,0,8,8,8,0,0,0,8,0,8,8,7,0,8,0,8,8,0,8,8,8,8,0,12609,"SP",16
"CANDEIAS",10,10,6,0,0,9,10,11,0,0,0,10,0,11,11,11,0,3,0,1,0,0,10,3,10,10,0,89707,"BA",16
"CASTELANDIA",3,0,3,0,0,3,3,3,0,0,0,3,0,3,3,3,0,3,3,3,3,0,3,0,3,3,0,3610,"GO",16
"CERRO GRANDE DO SUL",2,0,1,0,0,2,2,2,0,0,0,2,0,1,2,2,0,2,0,2,2,0,2,2,2,2,0,11486,"RS",16
"CEZARINA",8,0,6,0,0,8,8,8,0,0,0,7,0,5,7,8,0,2,6,5,6,0,5,0,8,8,0,8386,"GO",16
"CRUZALIA",1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,2161,"SP",16
"ECOPORANGA",4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,4,4,0,4,0,4,0,4,4,0,4,24217,"ES",16
"ESTRELA DO NORTE",2,0,2,0,0,2,2,2,0,0,0,2,0,2,2,3,0,2,0,2,2,0,2,1,2,2,0,2769,"SP",16
"FLORIDA PAULISTA",10,0,15,0,0,10,9,12,0,0,0,10,0,10,13,10,0,9,0,12,12,0,12,5,12,10,0,14282,"SP",16
"IACRI",5,0,5,0,0,5,5,3,0,0,0,5,0,4,4,5,0,5,0,5,5,0,5,2,5,5,0,6434,"SP",16
"ILHABELA",6,0,5,0,0,6,6,6,0,0,0,6,0,6,6,6,0,6,0,6,6,0,6,6,5,6,0,33354,"SP",16
"ITAPIRAPUA PAULISTA",6,0,8,0,0,8,6,7,0,0,0,8,0,7,6,6,0,8,0,7,8,0,7,8,8,7,0,4186,"SP",16
"JUSSARA",1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,16006,"BA",16
"LUCELIA",4,0,10,0,0,4,4,5,0,0,0,8,0,8,8,8,0,4,0,8,8,0,8,8,8,8,0,21461,"SP",16
"MANTENA",23,0,24,0,0,24,23,23,0,0,0,24,0,22,20,16,0,24,0,23,24,0,24,6,23,18,0,28132,"MG",16
"MARIAPOLIS",4,0,10,0,0,4,4,4,0,0,0,8,0,6,8,8,0,4,0,8,8,0,8,3,8,8,0,4087,"SP",16
"MATA DE SAO JOAO",13,12,6,0,0,13,13,14,0,0,0,10,0,14,14,14,0,10,0,4,0,0,14,12,10,10,0,46998,"BA",16
"MIRANTE DO PARANAPANEMA",12,0,20,0,0,12,10,12,0,0,1,10,0,1,7,12,0,12,0,12,12,0,10,0,20,12,0,18130,"SP",16
"NOVA AMERICA",3,0,3,0,0,2,2,2,0,0,0,2,0,2,2,2,0,2,2,2,2,0,2,0,2,2,0,2373,"GO",16
"NOVA GUATAPORANGA",3,0,3,0,0,4,4,3,0,0,0,4,0,1,3,4,0,4,0,4,4,0,4,1,5,3,0,2304,"SP",16
"NOVA MUTUM",0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,42607,"MT",16
"OSCAR BRESSANE",3,0,6,0,0,3,4,6,0,0,0,3,0,3,3,4,0,4,0,3,4,0,3,1,5,4,0,2616,"SP",16
"PEDRO DE TOLEDO",2,0,2,0,0,2,1,1,0,0,0,2,0,2,2,2,0,2,0,2,2,0,2,2,2,2,0,11136,"SP",16
"PIACATU",3,0,3,0,0,3,4,4,0,0,0,4,0,2,3,3,0,3,0,3,3,0,4,2,3,4,0,5846,"SP",16
"PIQUEROBI",2,0,2,0,0,2,2,2,0,0,0,1,0,1,2,2,0,2,0,2,2,0,2,2,2,2,0,3693,"SP",16
"PRACINHA",3,0,5,0,0,3,3,1,0,0,0,3,0,5,3,5,0,1,0,4,4,0,4,4,5,5,0,3768,"SP",16
"PRESIDENTE EPITACIO",7,0,10,0,0,7,9,9,0,0,0,8,0,7,8,8,0,9,0,9,8,0,10,6,10,9,0,43897,"SP",16
"QUEIROZ",3,0,5,0,0,3,3,3,0,0,0,4,0,4,5,5,0,3,0,5,5,0,5,4,5,5,0,3267,"SP",16
"REGISTRO",3,0,3,0,0,3,3,3,0,0,0,3,0,3,3,3,0,3,0,3,3,0,3,3,3,3,0,56430,"SP",16
"RIBEIRA",8,0,9,0,0,7,9,7,0,0,0,8,0,8,8,7,0,9,0,9,9,0,9,7,8,8,0,3390,"SP",16
"SALVADOR",8,4,7,0,0,8,8,9,0,0,0,5,0,8,9,9,0,9,0,4,0,0,9,8,5,4,0,2953986,"BA",16
"SANTA CRUZ DA CONCEICAO",1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,4409,"SP",16
"SANTA HELENA DE GOIAS",4,0,2,0,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2,2,2,2,1,2,2,0,38743,"GO",16
"SANTA MERCEDES",5,0,5,0,0,3,4,5,0,0,0,5,0,2,5,3,0,3,0,3,4,0,4,4,5,5,0,2945,"SP",16
"SANTO AMARO",13,9,11,0,0,13,12,17,0,0,0,13,0,17,15,17,0,12,0,4,0,0,17,15,13,12,0,61961,"BA",16
"SANTOPOLIS DO AGUAPEI",2,0,5,0,0,2,2,2,0,0,0,2,0,1,2,2,0,2,0,2,2,0,2,3,4,2,0,4687,"SP",16
"SAO LOURENCO DA SERRA",1,0,7,0,0,1,1,1,0,0,0,2,0,1,1,1,0,1,0,1,1,0,1,1,7,2,0,15465,"SP",16
"SAO SEBASTIAO DO PASSE",4,3,2,0,0,4,4,4,0,0,0,3,0,4,4,3,0,3,0,1,0,0,4,3,3,3,0,45827,"BA",16
"SAUBARA",8,6,6,0,0,8,8,8,0,0,0,5,0,8,8,8,0,6,0,2,0,0,8,8,6,6,0,12380,"BA",16
"TUPA",14,0,34,0,0,13,13,14,0,0,0,17,0,27,28,26,0,13,0,25,26,0,26,16,31,17,0,65758,"SP",16
"UIRAPURU",4,0,4,0,0,4,2,4,0,0,0,4,0,4,4,4,0,4,4,4,4,0,2,0,4,4,0,2961,"GO",16
"VARZEA NOVA",3,3,2,0,0,3,3,4,0,0,0,4,0,4,5,4,0,3,0,1,0,0,4,2,3,4,0,13454,"BA",16
"ABARE",2,2,6,0,0,2,2,5,0,0,0,5,0,5,5,5,0,5,0,0,0,0,3,4,5,5,0,20189,"BA",15
"AGUA FRIA",4,3,5,0,0,4,4,5,0,0,0,5,0,5,5,5,0,2,0,0,0,0,5,1,5,5,0,17508,"BA",15
"AGUAS DA PRATA",2,4,7,4,7,0,1,2,7,4,6,0,7,0,0,0,0,0,0,0,0,7,0,9,9,0,7,8104,"SP",15
"AIQUARA",4,1,4,0,0,4,4,3,0,0,0,3,0,3,3,3,0,2,0,0,0,0,3,3,3,3,0,4725,"BA",15
"ALCOBACA",4,2,8,0,0,4,4,8,0,0,0,6,0,6,6,6,0,6,0,0,0,0,8,3,6,6,0,23376,"BA",15
"ALMADINA",3,1,4,0,0,3,3,4,0,0,0,4,0,4,4,4,0,3,0,0,0,0,4,3,4,4,0,5985,"BA",15
"ALVARES MACHADO",1,0,4,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,2,1,0,24813,"SP",15
"AMARGOSA",4,1,4,0,0,4,4,4,0,0,0,4,0,4,4,4,0,4,0,0,0,0,4,4,4,4,0,38259,"BA",15
"AMELIA RODRIGUES",3,1,4,0,0,3,3,4,0,0,0,4,0,4,4,4,0,2,0,0,0,0,4,2,4,4,0,26409,"BA",15
"ANAGE",3,1,4,0,0,3,3,4,0,0,0,4,0,4,4,4,0,3,0,0,0,0,4,3,4,4,0,19568,"BA",15
"ANDARAI",3,1,4,0,0,3,3,3,0,0,0,3,0,3,3,3,0,2,0,0,0,0,3,3,3,3,0,13737,"BA",15
"ANGICAL",2,1,4,0,0,2,2,4,0,0,0,4,0,4,4,4,0,4,0,0,0,0,4,3,3,4,0,14690,"BA",15
"ANTAS",8,3,11,0,0,8,8,11,0,0,0,8,0,8,7,8,0,8,0,0,0,0,11,8,7,7,0,19569,"BA",15
"ANTONIO GONCALVES",4,1,4,0,0,4,4,3,0,0,0,3,0,3,3,3,0,2,0,0,0,0,3,4,3,3,0,12072,"BA",15
"APUAREMA",2,1,4,0,0,2,2,4,0,0,0,4,0,4,4,4,0,3,0,0,0,0,4,3,4,4,0,7730,"BA",15
"ARACATU",4,1,4,0,0,4,4,4,0,0,0,4,0,4,4,4,0,4,0,0,0,0,4,4,4,4,0,13962,"BA",15
"ARAMARI",2,1,4,0,0,2,2,4,0,0,0,4,0,4,4,4,0,3,0,0,0,0,3,2,4,4,0,11703,"BA",15
"ARATACA",5,1,5,0,0,5,5,4,0,0,0,4,0,4,4,4,0,3,0,0,0,0,4,5,4,4,0,11661,"BA",15
"ARATUIPE",1,1,3,0,0,1,1,4,0,0,0,3,0,3,3,3,0,4,0,0,0,0,3,2,3,3,0,9171,"BA",15
"BANZAE",3,1,4,0,0,3,3,3,0,0,0,3,0,3,3,3,0,2,0,0,0,0,3,3,3,3,0,13765,"BA",15
"BARRA DO CHAPEU",2,0,2,0,0,2,1,2,0,0,0,2,0,0,3,1,0,1,0,1,2,0,2,2,4,2,0,5653,"SP",15
"BARRA DO ROCHA",3,1,3,0,0,2,3,2,0,0,0,2,0,2,2,2,0,2,0,0,0,0,2,3,2,2,0,6258,"BA",15
"BARREIRAS",7,3,9,0,0,7,7,9,0,0,0,9,0,10,9,9,0,8,0,0,0,0,9,9,8,9,0,157638,"BA",15
"BIRITINGA",4,2,5,0,0,4,4,5,0,0,0,5,0,5,5,5,0,4,0,0,0,0,5,4,5,5,0,16653,"BA",15
"BOA VISTA DO TUPIM",7,2,12,0,0,7,7,10,0,0,0,10,0,10,10,10,0,10,0,0,0,0,10,10,10,10,0,19502,"BA",15
"BOM JESUS",3,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,24711,"PI",15
"BONINAL",3,2,3,0,0,2,2,4,0,0,0,3,0,3,2,3,0,2,0,0,0,0,3,3,4,2,0,14760,"BA",15
"BREJOES",3,1,4,0,0,3,2,3,0,0,0,3,0,3,3,3,0,3,0,0,0,0,2,4,3,3,0,15122,"BA",15
"BRUMADO",12,3,11,0,0,12,12,12,0,0,0,12,0,12,12,12,0,12,0,0,0,0,12,12,12,12,0,69677,"BA",15
"BURITI DOS LOPES",2,0,0,0,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,0,19464,"PI",15
"CAATIBA",2,1,5,0,0,2,2,4,0,0,0,4,0,4,4,4,0,3,0,0,0,0,3,3,4,4,0,7841,"BA",15
"CABACEIRAS DO PARAGUACU",12,3,12,0,0,12,12,11,0,0,0,11,0,11,11,11,0,9,0,0,0,0,11,12,11,10,0,19312,"BA",15
"CACHOEIRA",16,4,16,0,0,16,16,13,0,0,0,13,0,13,13,13,0,9,0,0,0,0,13,16,13,13,0,35139,"BA",15
"CACULE",1,1,4,0,0,1,1,2,0,0,0,2,0,2,2,2,0,2,0,0,0,0,1,2,2,2,0,23817,"BA",15
"CAETITE",4,2,8,0,0,4,4,7,0,0,0,7,0,7,7,7,0,7,0,0,0,0,5,6,7,7,0,52853,"BA",15
"CAIBI",2,0,1,0,0,2,1,2,0,0,0,2,0,1,1,1,0,0,1,0,0,1,1,2,2,2,0,6213,"SC",15
"CAIRU",3,2,7,0,0,3,3,5,0,0,0,5,0,5,5,5,0,3,0,0,0,0,5,3,5,5,0,18224,"BA",15
"CAMACAN",9,2,10,0,0,9,9,6,0,0,0,6,0,6,6,6,0,5,0,0,0,0,5,9,6,6,0,33310,"BA",15
"CAMAMU",4,2,7,0,0,4,4,8,0,0,0,8,0,8,8,8,0,8,0,0,0,0,6,6,8,7,0,36644,"BA",15
"CAMPO FORMOSO",3,1,4,0,0,3,3,3,0,0,0,3,0,3,3,3,0,2,0,0,0,0,3,3,3,3,0,73448,"BA",15
"CAMPO LARGO DO PIAUI",4,0,0,0,0,4,0,4,0,0,0,0,0,4,4,4,4,0,4,4,4,4,4,4,4,4,0,7154,"PI",15
"CANAVIEIRAS",3,1,4,0,0,2,3,3,0,0,0,3,0,3,3,3,0,3,0,0,0,0,3,4,3,3,0,33002,"BA",15
"CANTO DO BURITI",2,0,0,0,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,0,20831,"PI",15
"CAPELA DO ALTO ALEGRE",2,2,3,0,0,2,2,3,0,0,0,3,0,3,3,3,0,2,0,0,0,0,3,2,3,3,0,12199,"BA",15
"CARAIBAS",3,1,4,0,0,3,3,4,0,0,0,4,0,4,4,4,0,3,0,0,0,0,4,3,4,4,0,9773,"BA",15
"CARAVELAS",6,3,11,0,0,7,6,12,0,0,0,9,0,9,9,9,0,8,0,0,0,0,11,6,9,9,0,22740,"BA",15
"CARDEAL DA SILVA",5,2,7,0,0,5,5,7,0,0,0,7,0,7,7,7,0,6,0,0,0,0,7,5,7,7,0,9544,"BA",15
"CARIDADE DO PIAUI",3,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,4982,"PI",15
"CHORROCHO",1,1,3,0,0,1,1,3,0,0,0,3,0,3,3,3,0,3,0,0,0,0,2,2,3,3,0,11591,"BA",15
"CICERO DANTAS",4,1,6,0,0,4,4,5,0,0,0,4,0,4,4,4,0,4,0,0,0,0,5,4,4,4,0,34676,"BA",15
"CIPO",4,2,7,0,0,4,4,8,0,0,0,8,0,8,8,8,0,8,0,0,0,0,6,4,8,8,0,17739,"BA",15
"COARACI",3,1,4,0,0,3,3,4,0,0,0,4,0,4,4,4,0,3,0,0,0,0,4,3,4,4,0,19022,"BA",15
"COLOMBO",3,1,1,0,1,2,2,0,0,1,3,0,0,0,0,0,1,2,4,0,1,4,0,1,0,0,1,237402,"PR",15
"CONDE",5,1,8,0,0,5,5,8,0,0,0,8,0,8,8,8,0,7,0,0,0,0,8,5,8,8,0,24769,"PB",15
"CONDEUBA",1,1,4,0,0,1,1,2,0,0,0,2,0,2,2,2,0,2,0,0,0,0,1,2,2,2,0,18191,"BA",15
"CONTENDAS DO SINCORA",2,1,3,0,0,2,2,2,0,0,0,2,0,2,2,2,0,2,0,0,0,0,1,3,2,2,0,4299,"BA",15
"CORRENTE",3,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,26205,"PI",15
"COTEGIPE",2,1,4,0,0,2,2,4,0,0,0,4,0,4,4,4,0,4,0,0,0,0,4,3,4,4,0,14414,"BA",15
"CRAVOLANDIA",4,1,3,0,0,4,4,3,0,0,0,3,0,3,3,3,0,2,0,0,0,0,3,3,3,3,0,5576,"BA",15
"CRISTINO CASTRO",3,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,10253,"PI",15
"CRISTOPOLIS",2,1,4,0,0,2,2,3,0,0,0,3,0,3,3,3,0,3,0,0,0,0,3,3,3,3,0,14403,"BA",15
"CURRAL NOVO DO PIAUI",3,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,5251,"PI",15
"DARIO MEIRA",4,1,4,0,0,4,4,3,0,0,0,3,0,3,3,3,0,2,0,0,0,0,3,4,3,3,0,11716,"BA",15
"DIRCEU ARCOVERDE",3,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,6896,"PI",15
"ECHAPORA",1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,6247,"SP",15
"ELISIO MEDRADO",4,1,4,0,0,4,4,4,0,0,0,4,0,4,4,4,0,4,0,0,0,0,4,4,4,4,0,8461,"BA",15
"ENTRE RIOS",9,3,12,0,0,9,9,12,0,0,0,12,0,12,12,12,0,9,0,0,0,0,12,9,12,12,0,43223,"BA",15
"ESPLANADA",5,1,8,0,0,5,5,7,0,0,0,7,0,7,7,7,0,5,0,0,0,0,7,5,7,7,0,37845,"BA",15
"EUCLIDES DA CUNHA",4,2,8,0,0,4,4,8,0,0,0,8,0,8,8,8,0,8,0,0,0,0,6,5,8,8,0,61924,"BA",15
"EUCLIDES DA CUNHA PAULISTA",6,0,17,0,0,6,6,6,0,0,0,6,0,5,6,14,0,6,0,5,6,0,6,0,17,6,0,9559,"SP",15
"EUNAPOLIS",2,1,4,0,0,2,2,4,0,0,0,3,0,3,3,3,0,3,0,0,0,0,3,2,3,3,0,115290,"BA",15
"FATIMA",2,1,5,0,0,2,2,2,0,0,0,2,0,2,2,2,0,2,0,0,0,0,2,2,2,2,0,3879,"TO",15
"FLORESTA AZUL",2,1,4,0,0,2,2,2,0,0,0,3,0,3,3,3,0,3,0,0,0,0,2,3,3,3,0,11244,"BA",15
"FLORIANO",4,0,4,0,4,4,0,4,0,0,0,0,0,4,4,4,4,0,4,4,0,4,0,4,4,4,0,58969,"PI",15
"FORMOSA DO RIO PRETO",4,1,3,0,0,4,4,3,0,0,0,3,0,3,3,3,0,2,0,0,0,0,3,4,2,3,0,25912,"BA",15
"GABRIEL MONTEIRO",2,0,4,0,0,2,2,2,0,0,0,2,0,2,2,2,0,2,0,2,2,0,2,0,4,2,0,2791,"SP",15
"GANDU",2,1,3,0,0,2,2,4,0,0,0,4,0,4,4,4,0,3,0,0,0,0,4,3,4,4,0,33234,"BA",15
